stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
qtp,p,1.019999,V,5.130000,-6.020000,1.019999,onboard,6,0.004005037,0.013394427,0.000172668,0.000046428,0.040246546
qtp,p,1.029999,V,5.130000,-6.020000,1.029999,onboard,6,0.003965028,0.013399710,0.000095886,0.000041532,0.040322091
qtp,p,1.039999,V,5.130000,-6.020000,1.039999,onboard,6,0.003957615,0.013394306,0.000055637,0.000029971,0.040396914
qtp,p,1.049999,V,5.130000,-6.020000,1.049999,onboard,6,0.003950484,0.013383235,0.000132389,0.000025372,0.040448744
qtp,p,1.059999,V,5.130000,-6.020000,1.059999,onboard,6,0.003928673,0.013386254,0.000132528,0.000030828,0.040510111
qtp,p,1.069999,V,5.130000,-6.020000,1.069999,onboard,6,0.003860109,0.013370867,0.000067948,0.000018538,0.040561169
qtp,p,1.079999,V,5.130000,-6.020000,1.079999,onboard,6,0.003810167,0.013368699,0.000061902,0.000019544,0.040608380
qtp,p,1.089999,V,5.130000,-6.020000,1.089999,onboard,6,0.003800545,0.013385132,0.000092904,0.000023039,0.040699597
qtp,p,1.099999,V,5.130000,-6.020000,1.099999,onboard,6,0.003791311,0.013359710,0.000090380,0.000033953,0.040781327
qtp,p,1.109999,V,5.130000,-6.020000,1.109999,onboard,6,0.003764613,0.013360374,0.000094165,0.000038238,0.040832952
qtp,p,1.119999,V,5.130000,-6.020000,1.119999,onboard,6,0.003701247,0.013355035,0.000093000,0.000038910,0.040890101
qtp,p,1.129999,V,5.130000,-6.020000,1.129999,onboard,6,0.003649822,0.013356366,0.000169373,0.000046664,0.040948201
qtp,p,1.139999,V,5.130000,-6.020000,1.139999,onboard,6,0.003641305,0.013357408,0.000097046,0.000054827,0.041005552
qtp,p,1.149999,V,5.130000,-6.020000,1.149999,onboard,6,0.003645128,0.013342709,0.000097180,0.000063072,0.041074820
qtp,p,1.159999,V,5.130000,-6.020000,1.159999,onboard,6,0.003609260,0.013339802,0.000129484,0.000071134,0.041128840
qtp,p,1.169999,V,5.130000,-6.020000,1.169999,onboard,6,0.003544064,0.013331831,0.000127500,0.000073815,0.041185196
qtp,p,1.179999,V,5.130000,-6.020000,1.179999,onboard,6,0.003502063,0.013325891,0.000123543,0.000085711,0.041233849
qtp,p,1.189999,V,5.130000,-6.020000,1.189999,onboard,6,0.003485092,0.013329494,0.000141507,0.000087943,0.041288648
qtp,p,1.199999,V,5.130000,-6.020000,1.199999,onboard,6,0.003487618,0.013310145,0.000160373,0.000098386,0.041342959
qtp,p,1.209999,V,5.130000,-6.020000,1.209999,onboard,6,0.003453071,0.013316464,0.000156317,0.000106998,0.041387409
qtp,p,1.219999,V,5.130000,-6.020000,1.219999,onboard,6,0.003388708,0.013309791,0.000160668,0.000109878,0.041447554
qtp,p,1.229999,V,5.130000,-6.020000,1.229999,onboard,6,0.003341869,0.013312344,0.000159881,0.000114024,0.041512776
qtp,p,1.239999,V,5.130000,-6.020000,1.239999,onboard,6,0.003323151,0.013299477,0.000171338,0.000126097,0.041546661
qtp,p,1.249999,V,5.130000,-6.020000,1.249999,onboard,6,0.003309260,0.013282380,0.000172539,0.000131204,0.041600481
qtp,p,1.259999,V,5.130000,-6.020000,1.259999,onboard,6,0.003282472,0.013291928,0.000141356,0.000137614,0.041657228
qtp,p,1.269999,V,5.130000,-6.020000,1.269999,onboard,6,0.003220245,0.013286962,0.000171853,0.000144556,0.041720789
qtp,p,1.279999,V,5.130000,-6.020000,1.279999,onboard,6,0.003168100,0.013286330,0.000187833,0.000154030,0.041789535
qtp,p,1.289999,V,5.130000,-6.020000,1.289999,onboard,6,0.003165050,0.013287035,0.000167998,0.000162407,0.041860607
qtp,p,1.299999,V,5.130000,-6.020000,1.299999,onboard,6,0.003160535,0.013279054,0.000204201,0.000173721,0.041932497
qtp,p,1.309999,V,5.130000,-6.020000,1.309999,onboard,6,0.003126058,0.013282274,0.000204701,0.000179635,0.041992780
qtp,p,1.319999,V,5.130000,-6.020000,1.319999,onboard,6,0.003062703,0.013260338,0.000232613,0.000187593,0.042031560
qtp,p,1.329999,V,5.130000,-6.020000,1.329999,onboard,6,0.003023193,0.013265242,0.000201099,0.000183358,0.042097677
qtp,p,1.339999,V,5.130000,-6.020000,1.339999,onboard,6,0.003015012,0.013264730,0.000188145,0.000188892,0.042176083
qtp,p,1.349999,V,5.130000,-6.020000,1.349999,onboard,6,0.003006924,0.013238409,0.000236141,0.000203660,0.042217102
qtp,p,1.359999,V,5.130000,-6.020000,1.359999,onboard,6,0.002974200,0.013227827,0.000245411,0.000214820,0.042247649
qtp,p,1.369999,V,5.130000,-6.020000,1.369999,onboard,6,0.002912603,0.013228037,0.000249334,0.000215721,0.042315114
qtp,p,1.379999,V,5.130000,-6.020000,1.379999,onboard,6,0.002869827,0.013230884,0.000224122,0.000223656,0.042401209
qtp,p,1.389999,V,5.130000,-6.020000,1.389999,onboard,6,0.002861344,0.013224141,0.000246477,0.000228227,0.042487759
qtp,p,1.399999,V,5.130000,-6.020000,1.399999,onboard,6,0.002851902,0.013215594,0.000287703,0.000242582,0.042550921
qtp,p,1.409999,V,5.130000,-6.020000,1.409999,onboard,6,0.002811773,0.013216888,0.000266394,0.000245946,0.042600404
qtp,p,1.419999,V,5.130000,-6.020000,1.419999,onboard,6,0.002752086,0.013186570,0.000276660,0.000255757,0.042624846
qtp,p,1.429999,V,5.130000,-6.020000,1.429999,onboard,6,0.002706458,0.013188493,0.000284939,0.000254306,0.042657927
qtp,p,1.439999,V,5.130000,-6.020000,1.439999,onboard,6,0.002683837,0.013193456,0.000314283,0.000261760,0.042753283
qtp,p,1.449999,V,5.130000,-6.020000,1.449999,onboard,6,0.002673512,0.013174375,0.000365801,0.000270512,0.042823568
qtp,p,1.459999,V,5.130000,-6.020000,1.459999,onboard,6,0.002646164,0.013176288,0.000309722,0.000272505,0.042879865
qtp,p,1.469999,V,5.130000,-6.020000,1.469999,onboard,6,0.002583850,0.013153563,0.000319316,0.000283396,0.042920738
qtp,p,1.479999,V,5.130000,-6.020000,1.479999,onboard,6,0.002542475,0.013153438,0.000329813,0.000297884,0.042975385
qtp,p,1.489999,V,5.130000,-6.020000,1.489999,onboard,6,0.002522405,0.013159622,0.000356410,0.000303028,0.043062955
qtp,p,1.499999,V,5.130000,-6.020000,1.499999,onboard,6,0.002515096,0.013149952,0.000369007,0.000311157,0.043143883
qtp,p,1.509999,V,5.130000,-6.020000,1.509999,onboard,6,0.002484937,0.013143774,0.000338198,0.000313597,0.043206345
qtp,p,1.519999,V,5.130000,-6.020000,1.519999,onboard,6,0.002410454,0.013127166,0.000381800,0.000321922,0.043241333
qtp,p,1.529999,V,5.130000,-6.020000,1.529999,onboard,6,0.002378434,0.013127298,0.000386461,0.000329026,0.043302152
qtp,p,1.539999,V,5.130000,-6.020000,1.539999,onboard,6,0.002363038,0.013124473,0.000376760,0.000333500,0.043379799
qtp,p,1.549999,V,5.130000,-6.020000,1.549999,onboard,6,0.002352954,0.013111546,0.000389723,0.000347690,0.043439921
qtp,p,1.559999,V,5.130000,-6.020000,1.559999,onboard,6,0.002316957,0.013121304,0.000384657,0.000354987,0.043497007
qtp,p,1.569999,V,5.130000,-6.020000,1.569999,onboard,6,0.002263631,0.013104846,0.000427610,0.000353638,0.043569911
qtp,p,1.579999,V,5.130000,-6.020000,1.579999,onboard,6,0.002205767,0.013102598,0.000396323,0.000364913,0.043624911
qtp,p,1.589999,V,5.130000,-6.020000,1.589999,onboard,6,0.002188040,0.013091094,0.000408088,0.000373898,0.043676969
qtp,p,1.599999,V,5.130000,-6.020000,1.599999,onboard,6,0.002181132,0.013086569,0.000431844,0.000385596,0.043734118
qtp,p,1.609999,V,5.130000,-6.020000,1.609999,onboard,6,0.002148912,0.013096285,0.000434376,0.000384946,0.043812227
qtp,p,1.619999,V,5.130000,-6.020000,1.619999,onboard,6,0.002092136,0.013057685,0.000460949,0.000394345,0.043831345
